t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM,majflt,read_bytes,psi_io_full
42.270,3957804,1608736,0,5566540,5566540,14,5397749760,9.95
42.371,4090016,1608736,0,5698752,5698752,14,5397749760,9.95
42.471,4222284,1608736,0,5831020,5831020,14,5397749760,9.95
42.571,4355836,1608736,0,5964572,5964572,14,5397749760,9.95
42.672,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
42.772,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
42.873,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
42.973,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
43.078,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
43.179,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
43.279,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
43.382,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
43.482,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
43.582,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
43.686,4422328,1608736,0,6031064,6031064,14,5397749760,9.95
43.786,4422328,1608736,0,6031064,6031064,14,5397749760,8.14
43.886,4435060,1608800,0,6043860,6043860,14,5397749760,8.14
43.987,4576420,1608800,0,6185220,6185220,14,5397749760,8.14
44.087,4675352,1608800,0,6284152,6284152,14,5397749760,8.14
